,video_id,title,channel_id,channel_title,description
38,hLQl3WQQoQ0,Adele - Someone Like You (Official Music Video),UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM Pre-order Adele's new album ""30"" before its release on November 19: ..."
39,8SbUC-UaAxE,Guns N&#39; Roses - November Rain,UCJN4c_lZorb_0eyIP_tSS3A,GunsNRosesVEVO,"Official Music Video for ""November Rain"" performed by Guns N' Roses from their third studio album, 'Use Your Illusion I.' Featured ..."
40,tt2k8PGm-TI,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,UCy5FUarBYUHFpPtYVuvzgcA,ZaynVEVO,"ZAYN's ""Dusk Till Dawn"" ft. Sia on iTunes: http://smarturl.it/ZDTD/itunes?IQid=yt Stream/Add on Spotify: ..."
41,q0hyYWKXF0Q,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),UCQeiBlCcS4-XGwFjrvDn96w,Tones And I,2nd single from debut EP 'The Kids Are Coming' out now. Available on all music platforms Watch Tones And I's 'Artist On The ...
42,fKopy74weus,Imagine Dragons - Thunder,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,"Watch the Official Music Video for ""Children of the Sky (a Starfield song)”, out now: https://imaginedragons.lnk.to/COTSVideo ..."
43,YykjpeuMNEk,Coldplay - Hymn For The Weekend (Official Video),UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Coldplay - Hymn For The Weekend is taken from the album A Head Full of Dreams released in 2015 Subscribe for more content ...
44,5qm8PH4xAss,50 Cent - In Da Club (Official Music Video),UC0sL86jDLgs2fGRD-XBnPQA,50CentVEVO,CELEBRATING ONE BILLION VIEWS!! REMASTERED IN HD! UP TO 4K!! Get your 50 Cent & G-Unit Merch here: ...
45,2S24-y0Ij3Y,BLACKPINK - &#39;Kill This Love&#39; M/V,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,BLACKPINK - Kill This Love 천사 같은 Hi 끝엔 악마 같은 Bye 매번 미칠듯한 High 뒤엔 뱉어야 하는 Price 이건 답이 없는 Test 매번 ...
46,LjhCEhWiKXk,Bruno Mars - Just The Way You Are (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for Bruno Mars' ""Just The Way You Are"" from the album 'Doo-Wops & Hooligans'. Directed by Ethan Lader ..."
47,YVkUvmDQ3HY,Eminem - Without Me (Official Music Video),UC20vb-R_px4CguHzzBPhoyQ,EminemVEVO,CELEBRATING ONE BILLION VIEWS!!! REMASTERED IN HD! iTunes: http://smarturl.it/WithoutMe Amazon: ...
48,1G4isv_Fylg,Coldplay - Paradise (Official Video),UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Coldplay - Paradise is taken from the album Mylo Xyloto released in 2011 Subscribe for more content from Coldplay: ...
49,L3wKzyIN1yk,Rag&#39;n&#39;Bone Man - Human (Official Video),UCemsMvkKR1VDm5xtupQ9kyg,RagnBoneManVEVO,Official music video for Rag'n'Bone Man's 'Human' Track: Human – Rag'n'Bone Man: https://bit.ly/RnBMHuman ...
50,hTWKbfoikeg,Nirvana - Smells Like Teen Spirit (Official Music Video),UCzGrGrvf9g8CVVzh_LvGf-g,NirvanaVEVO,Official Music Video for Smells Like Teen Spirit performed by Nirvana. Nevermind (30th Anniversary Edition) is available now: ...
51,gdZLi9oWNZg,BTS (방탄소년단) &#39;Dynamite&#39; Official MV,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,BTS (방탄소년단) 'Dynamite' Official MV Credits: Director: Yong Seok Choi (Lumpens) Assistant Director: Jihye Yoon (Lumpens) ...
52,NGLxoKOvzu4,Jason Derulo - Swalla (feat. Nicki Minaj &amp; Ty Dolla $ign) [Official Music Video],UCe3yZzUwpmy2eKKmF9svX0Q,Jason Derulo,Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video] Download/stream Swalla here: ...
53,qrO4YZeyl0I,Lady Gaga - Bad Romance (Official Music Video),UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,CHROMATICA” THE SIXTH ALBUM BY LADY GAGA OUT NOW http://smarturl.it/Chromatica “RAIN ON ME” THE NEW SINGLE ...
54,fJ9rUzIMcZQ,Queen – Bohemian Rhapsody (Official Video Remastered),UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,"REMASTERED IN HD TO CELEBRATE ONE BILLION VIEWS! Taken from A Night At The Opera, 1975. Click here to buy the DVD ..."
55,eVTXPUF4Oz4,In The End [Official HD Music Video] - Linkin Park,UCZU9T1ceaOgwfLRq7OKFU4Q,Linkin Park,Watch the official music video for In The End by Linkin Park from the album Hybrid Theory. Stream: https://apple.co/3lcCvTK ...
56,OpQFFLBMEPI,P!nk - Just Give Me A Reason ft. Nate Ruess,UCXJDX1KK6t121Z9FLhu5o2A,PinkVEVO,P!nk's official music video for 'Just Give Me A Reason' ft. Nate Ruess. Click to listen to P!nk on Spotify: http://smarturl.it/PSpot?
57,Pkh8UtuejGw,"Shawn Mendes, Camila Cabello - Señorita",UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,Señorita: https://Senorita.lnk.to/OutNow Catch Shawn on tour this year: https://www.shawnmendesthetour.com/ Stream/buy Shawn ...
58,CTFtOOh47oo,French Montana - Unforgettable ft. Swae Lee,UCpmBpSoy6YQjcshNK6pSyIA,FrenchMontanaVEVO,Official Video for “Unforgettable” by French Montana feat. Swae Lee Listen to French Montana: ...
59,UqyT8IEBkvY,Bruno Mars - 24K Magic (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for Bruno Mars' ""24K Magic"" from the album '24K Magic'. Subscribe for the latest official music videos, ..."
60,nCkpzqqog4k,Sam Smith - I&#39;m Not The Only One (Official Music Video),UC3Pa0DVzVkqEN_CwsNMapqg,SamSmithVEVO,"'Gloria', the album - out now: http://samsmith.world/GloriaID The Official 'I'm Not The Only One' music video. Lyrics: You and me ..."
61,1w7OgIMMRc4,Guns N&#39; Roses - Sweet Child O&#39; Mine (Official Music Video),UCJN4c_lZorb_0eyIP_tSS3A,GunsNRosesVEVO,"Official Music Video for ""Sweet Child O' Mine"" by Guns N' Roses as featured in Thor: Love and Thunder. REMASTERED IN HD!"
62,xTlNMmZKwpA,"Cardi B, Bad Bunny &amp; J Balvin - I Like It [Official Music Video]",UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,"Cardi B, Bad Bunny & J Balvin - I Like It from Cardi B's Debut Album Invasion of Privacy available now! Stream/Download ..."
63,VbfpW0pbvaU,Shawn Mendes - Stitches (Official Music Video),UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,New album WONDER available now Listen here: https://wonder.lnk.to/OutNow Follow Shawn Mendes Instagram ...
64,bo_efYhYU2A,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,CHROMATICA” THE SIXTH ALBUM BY LADY GAGA OUT NOW http://smarturl.it/Chromatica “RAIN ON ME” THE NEW SINGLE ...
65,VuNIsY6JdUw,Taylor Swift - You Belong With Me,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,"Music video by Taylor Swift performing You Belong With Me. (C) 2009 Big Machine Records, LLC ▻Exclusive Merch: ..."
66,3JWTaaS7LdU,Whitney Houston - I Will Always Love You (Official 4K Video),UCG5fkJ8-2b2ZjWpVNpr7Dqg,whitneyhoustonVEVO,Official 4K Video for ”I Will Always Love You” by Whitney Houston Listen to Whitney Houston: ...
67,LjxulQ1bEWg,Tyga - Taste (Official Video) ft. Offset,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,"From the album, ""Legendary"". Stream: https://EMPIRE.lnk.to/LegendaryYo Produced by d.a. doman Official music video by Tyga ..."
68,QtXby3twMmI,Coldplay - Adventure Of A Lifetime (Official Video),UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Coldplay - Adventure Of A Lifetime is taken from the album A Head Full of Dreams released in 2015 Subscribe for more content ...
69,8WYHDfJDPDc,Nelly - Dilemma (Official Music Video) ft. Kelly Rowland,UCzQNgpWWPLuoAC6zA3VejzA,NellyVEVO,REMASTERED IN HD! Official Music Video for Dilemma performed by Nelly (ft. Kelly Rowland). Listen to the Best Of playlist from ...
70,bnVUHWCynig,Beyoncé - Halo,UC9zX2xZIJ4cnwRsgBpHGvMg,BeyoncéVEVO,Beyoncé's official music video for “Halo” Listen to Beyoncé: https://Beyonce.lnk.to/listenYD Subscribe to the official Beyoncé ...
71,QJO3ROT-A4E,One Direction - What Makes You Beautiful (Official Video),UCbW18JZRgko_mOGm5er8Yzg,OneDirectionVEVO,One Direction – What Makes You Beautiful (Official Video) Follow on Spotify - https://1D.lnk.to/Spotify Listen on Apple Music ...
72,dQw4w9WgXcQ,Rick Astley - Never Gonna Give You Up (Official Music Video),UCuAXFkgsw1L7xaCfnd5JJOw,Rick Astley,The official video for “Never Gonna Give You Up” by Rick Astley. The new album 'Are We There Yet?' is out now: Download here: ...
73,ktvTqknDobU,Imagine Dragons - Radioactive,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,"Watch the Official Music Video for ""Children of the Sky (a Starfield song)”, out now: https://imaginedragons.lnk.to/COTSVideo ..."
74,LHCob76kigA,Lukas Graham - 7 Years [Official Music Video],UCs8ynQgjoKZblUXosXoeOEQ,Lukas Graham,Watch the official music video for 7 Years by Lukas Graham from the self-titled album. Subscribe to the channel: ...
75,hHUbLv4ThOo,Pitbull - Timber (Official Video) ft. Ke$ha,UCVWA4btXTFru9qM06FceSag,PitbullVEVO,Official Video for ”Timber” by Pitbull featuring Ke$ha Listen to Pitbull: https://Pitbull.lnk.to/listenYD Watch more videos by Pitbull: ...
76,QGJuMBdaqIw,Katy Perry - Firework (Official Music Video),UC-8Q-hLdECwQmaWNwXitYDw,KatyPerryVEVO,CELEBRATING TEN YEARS OF TEENAGE DREAM!! REMASTERED IN 4K! Get “Firework” from Katy Perry's 'Teenage Dream': ...
77,3tmd-ClpJxA,Taylor Swift - Look What You Made Me Do,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,Exclusive Merch: https://store.taylorswift.com ▻Follow Taylor Swift Online Instagram: http://www.instagram.com/taylorswift ...
78,hXI8RQYC36Q,21. El Perdón - Nicky Jam y Enrique Iglesias  [Official Music Video YTMAs],UCpb_iJuhFe8V6rQdbNqfAlQ,NickyJamTV,Mira mi nuevo video: https://ytrocket.ffm.to/calor_.KND/youtube Escucha lo nuevo de Manuel Turizo ...
79,XXYlFuWEuKI,The Weeknd - Save Your Tears (Official Music Video),UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,"Official music video by The Weeknd performing ""Save Your Tears""– 'After Hours' available everywhere now: ..."
80,ZyhrYis509A,Aqua - Barbie Girl (Official Music Video),UCCiijV9YJmUtKSXOcxMqc_g,AquaVEVO,REMASTERED IN HD! CELEBRATING ONE BILLION VIEWS!! Official Music Video for Barbie Girl performed by Aqua. Listen to ...
81,ekzHIouo8Q4,Bruno Mars - When I Was Your Man (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for Bruno Mars' ""When I Was Your Man"" from the album 'Unorthodox Jukebox'. Directed by Cameron ..."
82,nSDgHBxUbVQ,Ed Sheeran - Photograph (Official Music Video),UC0C-w0YjGpqDXGB8IHb662A,Ed Sheeran,"The official music video for Ed Sheeran - Photograph Subtract, the new album, out 05.05.2023. Pre-order: https://es.lnk.to/subtract ..."
83,QYh6mYIJG2Y,Ariana Grande - 7 rings (Official Video),UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,Official video by Ariana Grande performing “7 rings” – available now: https://ArianaGrande.lnk.to/tun-albumPV Subscribe for more ...
84,4fndeDfaWCg,Backstreet Boys - I Want It That Way (Official HD Video),UCUFdeo1oLLH_QPlaQfZrqbg,BackstreetBoysVEVO,"Official music video for ""I Want It That Way"" by the Backstreet Boys Listen to the Backstreet Boys: ..."
85,JXRN_LkCa_o,"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga",UCm1dsgJNnhaLkY3uAdqN4mA,ChrisBrownVEVO,"Watch the official music video for ""Loyal"" by Chris Brown featuring Lil Wayne & Tyga Listen to Chris Brown: ..."
86,KWZGAExj-es,Sia - Elastic Heart feat. Shia LaBeouf &amp; Maddie Ziegler (Official Video),UCmKdSrwf1e8coqAzUsrVHZw,SiaVEVO,Sia's official music video for 'Elastic Heart'. Listen to Sia: https://sia.lnk.to/listenYD As featured on 1000 Forms Of Fear. Click to buy ...
87,3YxaaGgTQYM,Evanescence - Bring Me To Life (Official HD Music Video),UCDDmukrq0bwckrp09bNt-Rw,EvanescenceVEVO,"Official HD music video for “Bring Me To Life,” taken from the band's multi-platinum debut Fallen. Evanescence are celebrating the ..."
88,jGflUbPQfW8,OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],UC4rasfm9J-X4jNl9SvXp8xA,Ultra Records,"OMI's debut artist album ""Me 4 U"" is out now everywhere!! iTunes: http://smarturl.it/Me4U All other stores: https://lnk.to/me4uomi ..."
89,PIb6AZdTr-A,Cyndi Lauper - Girls Just Want To Have Fun (Official Video),UCmNl7UMRgnCQXrgYV6gmM6g,CyndiLauperVEVO,"Watch the official music video for ""Girls Just Want To Have Fun"" by Cyndi Lauper now in HD! Listen to Cyndi Lauper: ..."
90,aatr_2MstrI,Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],UCvhQPdeTHzIRneScV8MIocg,Clean Bandit,Listen to our new song Don't Leave Me Lonely! https://cleanbandit.lnk.to/dont-leave-me-lonelyIN Creative Director - Grace ...
91,ioNng23DkIM,BLACKPINK - &#39;How You Like That&#39; M/V,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,BLACKPINK - How You Like That 보란 듯이 무너졌어 바닥을 뚫고 저 지하까지 옷 끝자락 잡겠다고 저 높이 두 손을 뻗어봐도 다시 ...
92,bESGLojNYSo,Lady Gaga - Poker Face (Official Music Video),UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,CHROMATICA” THE SIXTH ALBUM BY LADY GAGA OUT NOW http://smarturl.it/Chromatica “RAIN ON ME” THE NEW SINGLE ...
93,dT2owtxkU8k,Shawn Mendes - There&#39;s Nothing Holdin&#39; Me Back (Official Music Video),UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,New album WONDER available now Listen here: https://wonder.lnk.to/OutNow Follow Shawn Mendes Instagram ...
94,r7qovpFAGrQ,Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus,UCtTfSyci2urfwXXu_eRpNRA,LilNasXVEVO,"Week 17 version of Lil Nas X's Billboard #1 hit, “Old Town Road (Remix)” featuring Billy Ray Cyrus. Listen & Download “Old Town ..."
95,kTHNpusq654,Katy Perry - Hot N Cold (Official Music Video),UC-8Q-hLdECwQmaWNwXitYDw,KatyPerryVEVO,REMASTERED IN HD! Official Music Video for Hot N Cold performed by Katy Perry. Get “Hot N Cold” from Katy Perry's 'One of the ...
96,pB-5XG-DbAA,Sam Smith - Stay With Me (Official Music Video),UC3Pa0DVzVkqEN_CwsNMapqg,SamSmithVEVO,"'Gloria', the album - out now: http://samsmith.world/GloriaID The official 'Stay With Me' music video. Lyrics: Guess it's true I'm not ..."
97,uuZE_IRwLNI,Justin Timberlake - Mirrors (Official Video),UCsXfDf1CDgU3SCt0gxJNXGg,justintimberlakeVEVO,Official Video for ”Mirrors” by Justin Timberlake Listen to Justin Timberlake: https://JustinTimberlake.lnk.to/listenYD Watch more ...
98,qN4ooNx77u0,Harry Styles - Sign of the Times (Official Video),UCbOCbp5gXL8jigIBZLqMPrw,HarryStylesVEVO,Official music video for ”Sign of the Times” by Harry Styles Listen to Harry Styles: https://HarryStyles.lnk.to/listenYD Watch more ...
99,4LfJnj66HVQ,Lil Pump - Gucci Gang [Official Music Video],UC6pjHMC4QXMi4llCCjtDXWg,Lil Pump,Watch the official music video for Gucci Gang by Lil Pump from the album Lil Pump. Subscribe to the channel: ...
100,SR6iYWJxHqs,Bruno Mars - Grenade (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for ""Grenade"" by Bruno Mars from the album 'Doo-Wops and Hooligans'. Directed by Nabil ""Today, I get to ..."
101,RB-RcX5DS5A,Coldplay - The Scientist (Official 4K Video),UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Coldplay - The Scientist is taken from the album A Rush of Blood to the Head released in 2002 - hear the album at ...
102,zDo0H8Fm7d0,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,Watch the official music video for Meant to Be by Bebe Rexha feat. Florida Georgia Line from the album Expectations.
103,m7Bc3pLyij0,Marshmello ft. Bastille - Happier (Official Music Video),UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,"Marshmello ft. Bastille - Happier (Official Music Video) Stream/Download: https://marshmello.ffm.to/happier Add ""Happier"" to your ..."
104,GX8Hg6kWQYI,XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO),UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,Written & Creative Directed By XXXTENTACION Directed by JMP @ualreadyknowJMP Producer: Joey Szela DP: Mike Koziel ...
105,YlUKcNNmywk,Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],UCEuOwB9vSL1oPKGNdONB4ig,Red Hot Chili Peppers,Watch the official music video for Californication by Red Hot Chili Peppers from the album Californication. Subscribe to the ...
